from,to,early,morning,am_peak,inter_peak,pm_peak,evening,late,night
940GZZLUEMB,940GZZLUPAC,0.0,13.761,80.69,215.078,335.289,123.059,69.407,0.0
940GZZLUEMB,940GZZLUPCC,0.0,0.315,23.503,94.665,79.603,27.052,7.476,0.0
940GZZLUEMB,940GZZLUQWY,0.0,0.0,2.875,4.1,6.738,7.304,3.145,0.0
940GZZLUEMB,940GZZLURGP,0.0,0.381,12.921,30.654,20.184,4.819,5.666,0.0
940GZZLUEMB,940GZZLURYO,0.0,0.0,0.527,0.675,1.2870001,1.641,1.873,0.0
940GZZLUEMB,940GZZLURSQ,0.0,0.082,1.467,10.601,9.213,4.437,4.882,0.0
940GZZLUEMB,940GZZLUSJP,0.0,22.577,411.183,255.249,74.348,30.121,21.973,0.0
940GZZLUEMB,940GZZLUSJW,0.0,0.0,9.922,6.374,8.15,4.27,3.027,0.0
940GZZLUEMB,940GZZLUSPU,0.0,0.547,2.838,6.604,2.178,0.013,0.59000003,0.0
940GZZLUEMB,940GZZLUSBC,0.0,0.008,2.569,14.93,23.642,11.108,8.86,0.0
940GZZLUEMB,940GZZLUSSQ,0.0,17.808,233.812,331.495,211.787,107.705,58.055,0.0
940GZZLUEMB,940GZZLUSKS,0.0,33.515,380.866,341.554,191.365,93.452,38.255,0.0
940GZZLUEMB,940GZZLUSKW,0.0,0.0,3.329,16.665,46.901,32.964,21.044,0.009000001
940GZZLUEMB,940GZZLUCHX,0.0,0.0,1.1340001,9.226,9.136,2.51,0.74,0.0
940GZZLUEMB,940GZZLUSWC,0.0,0.0,1.564,3.96,8.548,6.461,4.232,0.0
940GZZLUEMB,940GZZLUTMP,0.0,5.816,70.551,54.116,22.32,9.531,4.342,0.0
940GZZLUEMB,940GZZLUTCR,0.0,1.24,44.839,100.437996,69.28,20.379,8.418,0.0
940GZZLUEMB,940GZZLUTWH,0.0,12.625,133.892,536.879,916.851,262.474,167.45,0.0
940GZZLUEMB,940GZZLUVIC,0.0,11.587,59.256,132.657,313.017,181.227,105.543,0.0
940GZZLUEMB,940GZZLUWRR,0.0,2.366,42.094,33.662,18.817,9.597,9.099,0.0
940GZZLUEMB,940GZZLUWKA,0.0,0.29700002,10.651,8.523,20.342,11.511,8.623,0.0
940GZZLUEMB,940GZZLUWLO,0.0,3.516,52.457,193.824,467.28,225.483,135.298,0.001
940GZZLUEMB,940GZZLUWBN,0.0,14.693,161.61,44.803,39.354,24.442,22.497,0.0
940GZZLUEMB,940GZZLUWHP,0.0,0.0,0.629,3.507,21.078,10.627,5.013,0.0
940GZZLUEMB,940GZZLUWKN,0.0,2.1200001,38.533,39.854,49.763,57.024,36.387,0.0
940GZZLUEMB,940GZZLUWSM,0.0,3.093,59.637,80.481,23.316,7.879,3.565,0.0
940GZZLUEMB,940GZZLUWPL,0.0,5.106,44.019,122.743004,221.242,148.252,103.875,0.0
940GZZLUEMB,940GZZLUWIG,0.0,0.0,0.0,7.134,15.025,8.861,5.486,0.001
940GZZLUEMB,940GZZLUERB,0.0,0.3,10.1449995,19.854,22.918,12.683,15.34,0.0
940GZZLUEMB,940GZZLUPCO,0.0,0.002,5.931,31.36,14.623,11.915,8.336,0.0
940GZZLUEMB,940GZZLUVXL,0.0,1.1439999,11.246,23.202,20.748,17.615,9.857,0.0
940GZZLUEMB,940GZZLUBXN,0.0,1.894,4.758,33.285,92.647,72.305,52.913,0.0
940GZZLUEMB,940GZZLUSWK,0.0,0.0,0.995,13.97,7.782,4.402,3.766,0.0
940GZZLUEMB,940GZZLUBMY,0.0,0.50699997,2.474,6.293,15.451,12.57,11.196,0.0
940GZZLUEMB,940GZZLUCWR,0.0,3.237,25.395,64.872,123.924,80.664,58.957,0.001
940GZZLUCGN,940GZZLUBBN,0.0,0.0,0.46,13.399,13.043,5.923,4.735,0.0
940GZZLUCGN,940GZZLUALD,0.0,0.0,0.924,8.739,9.733,7.279,3.677,0.0
940GZZLUCGN,940GZZLUADE,0.0,0.0,0.551,14.081,11.177,8.276,4.039,0.0
940GZZLUCGN,940GZZLUAGL,0.0,0.196,3.317,46.598,48.22,33.653,16.78,0.0
940GZZLUCGN,940GZZLUBST,0.0,0.097,7.589,47.691,32.034,16.229,15.322,0.0
940GZZLUCGN,940GZZLUBNK,0.0,0.191,7.337,103.35,69.331,44.682,19.602,0.0
940GZZLUCGN,940GZZLUBSC,0.0,0.219,7.562,30.09,52.382,45.241,42.89,0.01
940GZZLUCGN,940GZZLUBWT,0.0,0.0,0.088,8.241,9.67,7.509,9.522,0.0
940GZZLUCGN,940GZZLUBLG,0.0,0.0,1.155,14.018,18.941,23.424,15.6970005,0.0
940GZZLUCGN,940GZZLUBKF,0.0,0.0,0.51,5.612,5.711,1.969,1.225,0.0
940GZZLUCGN,940GZZLUBND,0.0,0.091,3.242,92.892,44.522,18.644001,5.529,0.0
940GZZLUCGN,940GZZLUBOR,0.0,0.0,0.38500002,4.262,2.26,2.678,1.585,0.0
940GZZLUCGN,940GZZLUCAR,0.0,0.331,3.788,44.835,70.527,62.914,41.224,0.0
940GZZLUCGN,940GZZLUCTN,0.0,0.0,0.7,38.876,15.823,7.4110003,4.298,0.0
940GZZLUCGN,940GZZLUCST,0.0,0.0,0.0,0.045,0.011,0.037,0.022,0.0
940GZZLUCGN,940GZZLUCHL,0.0,0.0,1.678,26.412,9.744,5.394,0.898,0.0
940GZZLUCGN,940GZZLUEMB,0.0,0.077,0.201,11.531,6.438,2.453,1.608,0.0
940GZZLUCGN,940GZZLUECT,0.0,0.285,8.839,87.734,115.512,114.454,127.896,0.01
940GZZLUCGN,940GZZLUERC,0.0,0.0,0.0,2.503,3.481,1.744,2.648,0.0
940GZZLUCGN,940GZZLUEAC,0.0,0.0,1.475,11.58,20.913,12.273,6.995,0.0
940GZZLUCGN,940GZZLUEUS,0.0,0.0,2.387,35.154,49.36,27.25,11.006,0.003
940GZZLUCGN,940GZZLUESQ,0.0,0.0,0.126,2.96,1.919,1.061,1.187,0.0
940GZZLUCGN,940GZZLUFCN,0.0,0.234,1.329,19.248,14.536,9.165,5.119,0.0
940GZZLUCGN,940GZZLUFYR,0.0,0.0,0.531,11.772,14.345,11.414,9.599,0.001
940GZZLUCGN,940GZZLUFPK,0.0,0.864,6.269,111.052,248.672,178.813,125.225,0.0
940GZZLUCGN,940GZZLUFBY,0.0,0.0,1.336,18.593,26.484,25.022,17.348,0.0
940GZZLUCGN,940GZZLUGTR,0.0,0.353,6.529,78.472,81.846,71.006,94.674,0.002
940GZZLUCGN,940GZZLUGDG,0.0,0.0,1.058,9.608,4.306,1.799,2.06,0.0
940GZZLUCGN,940GZZLUGPS,0.0,0.087,0.006,3.977,1.939,1.103,2.383,0.0
940GZZLUCGN,940GZZLUGPK,0.0,1.5730001,23.568,191.685,95.963,35.498,23.862,0.001
940GZZLUCGN,940GZZLUHSD,0.0,0.139,23.157,91.894,139.998,109.462,85.488,0.019
940GZZLUCGN,940GZZLUHAI,0.0,0.058,3.381,50.8,106.128,89.432,48.028,0.0
940GZZLUCGN,940GZZLUHSK,0.0,0.27199998,2.255,28.713,16.605,17.681,11.956,0.0
940GZZLUCGN,940GZZLUHBN,0.0,0.0,3.493,64.484,30.98,16.804,10.621,0.0
940GZZLUCGN,940GZZLUHPK,0.0,0.0,0.387,3.931,5.248,3.996,3.586,0.0
940GZZLUCGN,940GZZLUHWY,0.0,0.0,3.73,57.634,82.849,65.712,44.349,0.0
940GZZLUCGN,940GZZLUHPC,0.0,0.45,5.327,63.668,38.925,13.111,11.458,0.001
940GZZLUCGN,940GZZLUKNG,0.0,0.17199999,0.001,2.628,3.738,2.361,1.374,0.0
940GZZLUCGN,940GZZLUKSH,0.0,0.0,0.664,5.158,7.455,5.806,3.971,0.0
940GZZLUCGN,940GZZLUKBN,0.0,1.4120001,1.216,10.545,18.72,18.647,17.762,0.001
940GZZLUCGN,940GZZLUKSX,0.002,7.909,52.037,653.642,786.908,403.609,275.189,0.026
940GZZLUCGN,940GZZLUKNB,0.0,0.809,16.337,215.03,140.499,48.005,22.818,0.0
940GZZLUCGN,940GZZLULBN,0.0,0.17199999,0.34600002,7.88,8.091,7.617,4.63,0.0
940GZZLUCGN,940GZZLULGT,0.0,0.0,0.0,15.083,16.111,17.63,16.878,0.0
940GZZLUCGN,940GZZLULSQ,0.0,0.0,2.22,50.81,32.509,17.585,4.685,0.0
940GZZLUCGN,940GZZLULVT,0.0,0.552,11.846,132.39,148.902,97.534,46.755,0.0
940GZZLUCGN,940GZZLULNB,0.0,0.025,3.784,86.112,69.861,42.476,20.461,0.0
940GZZLUCGN,940GZZLUMSH,0.0,0.0,0.314,0.786,0.322,0.6,0.048,0.0
940GZZLUCGN,940GZZLUMBA,0.0,0.764,0.625,31.131,18.246,10.436,11.261,0.0
940GZZLUCGN,940GZZLUMYB,0.0,0.086,7.124,35.538002,62.635002,39.817,30.884,0.0
940GZZLUCGN,940GZZLUMED,0.0,0.377,1.786,13.733,18.88,20.548,16.11,0.0
940GZZLUCGN,940GZZLUMGT,0.0,0.0,4.27,19.095,8.721,4.015,2.844,0.0
940GZZLUCGN,940GZZLUMTC,0.0,0.0,0.0,1.968,3.055,1.319,1.472,0.0
940GZZLUCGN,940GZZLUNHG,0.0,0.0,2.028,23.063,15.132,12.933,10.042,0.0
940GZZLUCGN,940GZZLUODS,0.0,0.0,7.686,74.805,65.371,44.052002,24.981,0.0
940GZZLUCGN,940GZZLUOVL,0.0,0.0,0.432,2.968,3.1399999,1.928,1.791,0.0
940GZZLUCGN,940GZZLUOXC,0.0,0.0,5.728,150.039,86.03,24.397,5.134,0.0
940GZZLUCGN,940GZZLUPAC,0.0,1.015,9.5460005,96.122,129.221,92.132,71.839,0.0
940GZZLUCGN,940GZZLUPCC,0.0,0.299,8.81,230.529,156.363,59.243,19.83,0.001
940GZZLUCGN,940GZZLUQWY,0.0,0.049000002,0.42,23.702,23.651001,26.538,28.863,0.0
940GZZLUCGN,940GZZLURGP,0.0,0.0,1.181,7.652,5.491,3.127,2.636,0.0
940GZZLUCGN,940GZZLURYO,0.0,0.0,1.031,1.513,2.516,3.23,2.534,0.0
940GZZLUCGN,940GZZLURSQ,0.0,0.0,7.3780003,144.6,99.772,82.686,77.614,0.0
940GZZLUCGN,940GZZLUSJP,0.0,0.0,0.40600002,8.95,5.427,2.807,1.605,0.0
940GZZLUCGN,940GZZLUSJW,0.0,0.0,1.744,16.565,12.302,11.777,10.408,0.0
940GZZLUCGN,940GZZLUSPU,0.0,0.101,3.854,53.122,17.417,5.371,3.622,0.0
940GZZLUCGN,940GZZLUSBC,0.0,0.245,1.458,25.475,24.357,21.467001,9.714,0.0
940GZZLUCGN,940GZZLUSSQ,0.0,0.0,3.196,31.214,13.163,6.243,6.221,0.0
940GZZLUCGN,940GZZLUSKS,0.0,0.128,21.602,211.355,134.006,74.526,68.69,0.006
940GZZLUCGN,940GZZLUSKW,0.0,0.289,0.628,6.133,11.163,11.272,8.106,0.001
940GZZLUCGN,940GZZLUCHX,0.0,0.161,0.827,11.542,9.123,5.051,2.3830001,0.0
940GZZLUCGN,940GZZLUSWC,0.0,0.0,0.617,11.875,16.712,14.842,15.015,0.0
940GZZLUCGN,940GZZLUTMP,0.0,0.0,0.131,1.871,0.282,0.228,0.0,0.0
940GZZLUCGN,940GZZLUTCR,0.0,0.092,0.978,28.885,20.789,8.511,8.099,0.0
940GZZLUCGN,940GZZLUTWH,0.0,0.0,1.2870001,27.313,20.896,11.102,5.9769998,0.0
940GZZLUCGN,940GZZLUVIC,0.0,3.993,24.69,311.768,431.831,209.937,166.898,0.0
940GZZLUCGN,940GZZLUWRR,0.0,0.0,0.482,8.077,4.184,3.61,3.65,0.0
940GZZLUCGN,940GZZLUWKA,0.0,0.0,0.968,8.097,7.779,10.873,7.246,0.0
940GZZLUCGN,940GZZLUWLO,0.0,0.427,4.102,68.381,88.112,81.163,56.197,0.0
940GZZLUCGN,940GZZLUWBN,0.0,0.0,0.461,8.117,11.295,13.452,13.771,0.0
940GZZLUCGN,940GZZLUWHP,0.0,0.0,1.195,12.148,17.349,19.913,17.423,0.0
940GZZLUCGN,940GZZLUWKN,0.0,0.0,2.034,4.2860003,8.075,8.427,6.523,0.0
940GZZLUCGN,940GZZLUWSM,0.0,0.083000004,4.545,34.635,12.012,4.041,2.869,0.0
940GZZLUCGN,940GZZLUWPL,0.0,0.0,0.285,4.117,2.1200001,3.276,2.103,0.0
940GZZLUCGN,940GZZLUWIG,0.0,0.0,0.58,9.738,21.54,22.869,17.553,0.004
940GZZLUCGN,940GZZLUERB,0.0,0.411,3.037,16.427,13.8880005,11.968,8.946,0.0
940GZZLUCGN,940GZZLUPCO,0.0,0.329,3.671,28.937,20.911,21.788,22.238,0.0
940GZZLUCGN,940GZZLUVXL,0.0,0.307,3.891,39.736,59.741,45.391,27.527,0.0
940GZZLUCGN,940GZZLUBXN,0.0,0.489,4.4,42.819,79.187,86.05,49.613,0.008
940GZZLUCGN,940GZZLUSWK,0.0,0.0,0.533,25.235,22.878,15.779,7.449,0.0
940GZZLUCGN,940GZZLUBMY,0.0,0.0,0.192,6.101,9.156,9.439,6.662,0.0
940GZZLUCGN,940GZZLUCWR,0.0,0.0,1.297,29.816,37.833,44.826,25.618,0.001
940GZZLUECT,940GZZLUBBN,0.0,5.093,13.44,17.227,5.558,3.881,1.336,0.0
940GZZLUECT,940GZZLUALD,0.0,1.026,3.573,2.723,1.2540001,0.703,0.0,0.0
940GZZLUECT,940GZZLUADE,0.0,3.452,86.846,59.483,30.611,13.345,5.841,0.0
940GZZLUECT,940GZZLUAGL,0.0,1.391,31.683,40.147,23.229,8.962,2.336,0.0
940GZZLUECT,940GZZLUBST,0.0,4.923,63.542,95.015,23.762001,9.739,3.007,0.0
940GZZLUECT,940GZZLUBNK,0.0,31.904,305.366,136.593,93.213,26.112,10.646,0.0
940GZZLUECT,940GZZLUBSC,0.0,0.792,38.658,47.979,26.87,18.914,12.826,0.0
940GZZLUECT,940GZZLUBWT,0.0,7.836,29.494,66.12,42.84,32.02,8.989,0.0
940GZZLUECT,940GZZLUBLG,0.0,1.6570001,9.406,13.27,12.817,5.329,3.1430001,0.0
940GZZLUECT,940GZZLUBKF,0.0,36.249,283.412,107.522,64.266,15.884,5.498,0.0
940GZZLUECT,940GZZLUBND,0.0,1.308,71.949,96.805,41.578,8.655,0.568,0.0
940GZZLUECT,940GZZLUBOR,0.0,0.0,1.949,4.79,0.946,1.446,0.94,0.0
940GZZLUECT,940GZZLUCAR,0.0,2.432,9.6310005,10.968,12.906,8.487,5.601,0.0
940GZZLUECT,940GZZLUCTN,0.0,0.288,38.469,74.189,16.282,9.881,2.741,0.0
940GZZLUECT,940GZZLUCST,0.0,27.678,170.778,50.277,55.565998,20.716,4.264,0.0
940GZZLUECT,940GZZLUCHL,0.0,0.646,44.975,25.335,9.324,2.281,0.359,0.0
940GZZLUECT,940GZZLUEMB,0.0,8.679,125.398,127.03,134.121,36.342,14.773,0.0
940GZZLUECT,940GZZLUCGN,0.0,4.9110003,89.426,174.768,128.701,41.4,2.082,0.0
940GZZLUECT,940GZZLUERC,0.0,6.949,106.685,91.065,52.488,20.549,7.671,0.0
940GZZLUECT,940GZZLUEAC,0.0,0.234,17.93,33.182,30.367,19.406,7.31,0.0
940GZZLUECT,940GZZLUEUS,0.0,12.782,70.309,69.059,50.572,14.129,5.693,0.0
940GZZLUECT,940GZZLUESQ,0.0,0.603,9.912,8.435,2.244,0.559,1.179,0.0
940GZZLUECT,940GZZLUFCN,0.0,8.448,25.067999,27.078,4.663,2.835,0.294,0.0
940GZZLUECT,940GZZLUFYR,0.0,0.251,5.724,6.047,8.278,3.81,3.345,0.0
940GZZLUECT,940GZZLUFPK,0.0,2.756,13.491,31.546,42.543,19.018,10.408,0.0
940GZZLUECT,940GZZLUFBY,0.0,1.635,63.136,132.061,60.731,44.633,12.624,0.0
940GZZLUECT,940GZZLUGTR,0.0,0.996,54.657,89.943,39.504,20.407999,7.098,0.0
940GZZLUECT,940GZZLUGDG,0.0,1.974,33.183,17.175,8.264,4.337,0.857,0.0
940GZZLUECT,940GZZLUGPS,0.0,1.344,13.855,7.966,4.349,1.206,1.367,0.0
940GZZLUECT,940GZZLUGPK,0.0,28.326,396.744,269.545,91.556,24.468,4.057,0.0
940GZZLUECT,940GZZLUHSD,0.0,10.092,305.566,315.741,175.254,85.493004,31.447,0.0
940GZZLUECT,940GZZLUHAI,0.0,0.66,18.453,25.732,30.333,18.387,7.844,0.0
940GZZLUECT,940GZZLUHSK,0.0,7.164,73.162,214.897,78.959,30.495,6.166,2.0
940GZZLUECT,940GZZLUHBN,0.0,6.669,221.368,144.049,40.417,12.875999,4.064,0.0
940GZZLUECT,940GZZLUHPK,0.0,0.0,2.182,5.265,3.179,1.026,0.0,0.0
940GZZLUECT,940GZZLUHWY,0.0,2.526,12.636,21.16,16.823,6.617,3.951,0.0
940GZZLUECT,940GZZLUHPC,0.0,2.099,83.15,90.044,23.728,10.465,1.29,0.0
940GZZLUECT,940GZZLUKNG,0.0,0.401,4.1,6.257,8.539,4.683,3.164,0.0
940GZZLUECT,940GZZLUKOY,0.0,0.0,0.0,0.0,0.0,2.709,0.0,0.0
940GZZLUECT,940GZZLUKSH,0.0,0.874,4.982,6.508,3.918,2.565,1.577,0.0
940GZZLUECT,940GZZLUKBN,0.0,0.837,2.295,5.762,7.027,3.293,1.878,0.0
940GZZLUECT,940GZZLUKSX,0.0,49.669,233.531,299.144,207.237,48.404,21.278,0.001
940GZZLUECT,940GZZLUKNB,0.0,4.338,101.139,178.299,71.205,25.692,1.607,0.0
940GZZLUECT,940GZZLULBN,0.0,0.088,6.939,10.847,5.262,1.936,0.836,0.0
940GZZLUECT,940GZZLULGT,0.0,0.295,1.465,3.514,1.868,0.719,0.479,0.0
940GZZLUECT,940GZZLULSQ,0.0,8.335,117.215004,211.988,156.334,68.464,11.27,0.0
940GZZLUECT,940GZZLULVT,0.0,19.841,157.575,109.586,83.075,23.525,6.114,0.0
940GZZLUECT,940GZZLULNB,0.0,12.634,118.926,108.335,82.996,28.827,11.251,0.0
940GZZLUECT,940GZZLUMSH,0.0,32.246998,360.206,75.772,19.074,5.111,2.039,0.0
940GZZLUECT,940GZZLUMBA,0.0,0.68,29.372,33.449,12.925,3.674,0.93700004,0.001
940GZZLUECT,940GZZLUMYB,0.0,0.624,18.117,18.501,13.766,2.969,1.774,0.0
940GZZLUECT,940GZZLUMED,0.0,2.041,9.067,16.289,12.749,7.605,8.165,0.0
940GZZLUECT,940GZZLUMGT,0.0,5.796,29.258,18.06,7.187,1.596,1.015,0.0
940GZZLUECT,940GZZLUMTC,0.0,0.141,10.451,5.736,3.261,2.481,0.677,0.0
940GZZLUECT,940GZZLUNHG,0.0,2.931,74.062,144.811,53.41,25.773,8.372,0.0
940GZZLUECT,940GZZLUODS,0.0,2.178,73.57,36.125,25.542,9.933,2.945,0.0
940GZZLUECT,940GZZLUOVL,0.0,0.0,4.959,4.184,7.489,1.895,1.421,0.0
940GZZLUECT,940GZZLUOXC,0.0,7.521,148.644,156.451,76.285,20.681,3.111,0.0
940GZZLUECT,940GZZLUPAC,0.0,12.367,176.459,164.5,107.827,41.666,11.467999,0.0
940GZZLUECT,940GZZLUPCC,0.0,18.776,287.878,368.708,273.01,120.289,21.842,0.0
940GZZLUECT,940GZZLUQWY,0.0,0.0,1.424,3.03,1.406,0.373,0.374,0.0
940GZZLUECT,940GZZLURGP,0.0,1.417,17.009,18.506,5.472,1.579,0.009000001,0.0
940GZZLUECT,940GZZLURYO,0.0,1.253,1.341,2.285,1.62,0.917,0.0,0.0
940GZZLUECT,940GZZLURSQ,0.0,6.506,110.236,136.022,46.735,10.062,4.095,0.0
940GZZLUECT,940GZZLUSJP,0.0,5.168,204.358,124.327,32.763,6.357,1.8000001,0.0
940GZZLUECT,940GZZLUSJW,0.0,0.499,22.169,19.165,8.908,4.907,2.479,0.0
940GZZLUECT,940GZZLUSPU,0.0,2.788,26.756,21.903,3.992,0.481,0.114,0.0
940GZZLUECT,940GZZLUSBC,0.0,1.1420001,8.467999,30.784,16.257,5.2,0.896,0.0
940GZZLUECT,940GZZLUSSQ,0.0,7.235,130.841,197.239,80.915,30.345,6.617,0.0
940GZZLUECT,940GZZLUSKS,0.0,3.246,134.219,275.665,101.797,34.608,6.434,0.0
940GZZLUECT,940GZZLUSKW,0.0,4.183,4.127,15.476,24.211,8.059,4.907,0.0
940GZZLUECT,940GZZLUCHX,0.0,0.396,5.385,7.3190002,5.212,1.687,0.183,0.0
940GZZLUECT,940GZZLUSWC,0.0,0.0,7.162,9.405,9.432,5.225,2.034,0.0
940GZZLUECT,940GZZLUTMP,0.0,5.438,115.857,90.73,20.575,5.854,1.064,0.0
940GZZLUECT,940GZZLUTCR,0.0,2.448,32.758,48.205,22.972,7.005,1.386,0.0
940GZZLUECT,940GZZLUTWH,0.0,8.865,171.293,177.867,102.89,26.574,4.704,0.0
940GZZLUECT,940GZZLUVIC,0.0,14.986,149.027,153.132,165.122,53.725,16.961,0.0
940GZZLUECT,940GZZLUWRR,0.0,2.307,65.814,46.158,14.967,6.622,2.209,0.0
940GZZLUECT,940GZZLUWKA,0.0,0.079,5.47,9.016,6.929,2.1990001,1.984,0.0
940GZZLUECT,940GZZLUWLO,0.0,10.342,38.592,50.2,59.829,19.009,4.643,0.0
940GZZLUECT,940GZZLUWBN,0.0,5.251,58.318,108.969,84.492,37.791,10.453,0.0
940GZZLUECT,940GZZLUWHP,0.0,2.687,4.541,5.505,6.675,3.441,1.523,0.0
940GZZLUECT,940GZZLUWKN,0.0,0.808,19.131,50.044,34.905,22.06,15.427,0.0
940GZZLUECT,940GZZLUWSM,0.0,5.424,168.926,245.554,54.404,14.111,4.318,0.0
940GZZLUECT,940GZZLUWPL,0.0,5.938,59.436,57.756,52.805,24.387,10.8550005,0.0
940GZZLUECT,940GZZLUWIG,0.0,0.0,1.576,7.453,11.937,6.643,6.1280003,0.0
940GZZLUECT,940GZZLUERB,0.0,0.0,0.409,1.283,0.594,0.306,0.102000006,0.0
940GZZLUECT,940GZZLUPCO,0.0,0.301,21.878,25.285,11.708,7.047,1.997,0.0
940GZZLUECT,940GZZLUVXL,0.0,7.478,50.203,35.601,47.089,20.934,9.377,0.0
940GZZLUECT,940GZZLUBXN,0.0,0.701,14.414,45.725,54.678,40.161,12.963,0.0
940GZZLUECT,940GZZLUSWK,0.0,1.48,49.672,27.176,9.091,4.379,1.257,0.0
940GZZLUECT,940GZZLUBMY,0.0,0.334,11.546,9.282,15.944,6.962,4.719,0.0
940GZZLUECT,940GZZLUCWR,0.0,2.558,15.166,43.969,39.528,25.383,13.119,0.0
940GZZLUERC,940GZZLUBBN,0.0,4.805,61.975998,50.395,28.702,13.487,4.045,0.0
940GZZLUERC,940GZZLUALD,0.0,2.732,37.278,29.217,29.472,7.82,3.983,0.0
940GZZLUERC,940GZZLUADE,0.0,1.473,25.81,37.261,22.929,11.444,5.8519998,0.0
940GZZLUERC,940GZZLUAGL,0.0,0.063,4.538,19.091,27.044,8.79,3.082,0.0
940GZZLUERC,940GZZLUBST,0.0,0.6,14.416,52.707,23.292,8.801,3.054,0.0
940GZZLUERC,940GZZLUBNK,0.0,1.777,16.717001,19.243,15.1710005,2.915,0.463,0.0
940GZZLUERC,940GZZLUBSC,0.0,0.132,7.849,6.551,7.008,3.106,1.052,0.0
940GZZLUERC,940GZZLUBWT,0.0,5.695,23.459,65.641,56.986,36.355,13.478,0.0
940GZZLUERC,940GZZLUBLG,0.0,1.031,2.248,5.734,7.696,2.728,0.97,0.0
940GZZLUERC,940GZZLUBKF,0.0,0.219,4.58,6.667,4.95,1.081,0.029,0.0
940GZZLUERC,940GZZLUBND,0.0,0.0,1.366,7.176,3.892,1.3,0.126,0.0
940GZZLUERC,940GZZLUBOR,0.0,0.0,0.265,1.278,0.171,0.376,0.201,0.0
940GZZLUERC,940GZZLUCAR,0.0,0.257,1.453,6.442,12.164,3.984,1.212,0.0
940GZZLUERC,940GZZLUCTN,0.0,0.0,1.8709999,15.884,8.077,2.51,1.123,0.0
940GZZLUERC,940GZZLUCST,0.0,0.35,4.57,4.565,4.197,1.219,0.37600002,0.0
940GZZLUERC,940GZZLUCHL,0.0,0.0,0.25800002,1.782,0.636,0.209,0.0,0.0
940GZZLUERC,940GZZLUEMB,0.0,0.042999998,3.068,8.732,3.529,1.081,0.477,0.0
940GZZLUERC,940GZZLUCGN,0.0,0.078,1.791,8.073,5.505,1.4,0.199,0.0
940GZZLUERC,940GZZLUECT,0.0,3.003,38.195,77.995,85.517,43.628,14.762,0.0
940GZZLUERC,940GZZLUEAC,0.0,0.0,0.164,1.514,2.676,0.804,0.437,0.0
940GZZLUERC,940GZZLUEUS,0.0,0.0,0.244,1.876,1.152,0.444,0.011,0.0
940GZZLUERC,940GZZLUESQ,0.0,3.51,98.323,209.428,171.934,34.519,7.599,0.0
940GZZLUERC,940GZZLUFCN,0.0,9.556,151.493,116.341,84.251,22.04,6.483,0.0
940GZZLUERC,940GZZLUFYR,0.0,0.21800001,3.999,9.377,6.764,3.766,0.89,0.0
940GZZLUERC,940GZZLUFPK,0.0,0.0,4.755,20.866,41.159,17.718,9.241,0.0
940GZZLUERC,940GZZLUFBY,0.0,2.683,44.335,55.760998,91.747,31.721,8.103,0.0
940GZZLUERC,940GZZLUGTR,0.0,1.626,31.153,55.802002,40.218,21.967001,8.78,0.0
940GZZLUERC,940GZZLUGPS,0.0,1.0370001,24.197,45.308,26.072,9.825,3.808,0.0
940GZZLUERC,940GZZLUGPK,0.0,0.0,3.894,5.627,2.161,0.408,0.257,0.0
940GZZLUERC,940GZZLUHSD,0.0,0.033,1.64,3.161,5.716,2.4,0.666,0.0
940GZZLUERC,940GZZLUHAI,0.0,0.237,7.589,17.767,54.664,25.361,4.647,0.0
940GZZLUERC,940GZZLUHSK,0.0,6.155,71.586,133.056,110.184,40.177002,7.0,0.0
940GZZLUERC,940GZZLUHBN,0.0,0.0,1.057,5.834,2.258,1.061,0.029,0.0
940GZZLUERC,940GZZLUHPK,0.0,0.0,4.669,3.095,3.094,0.667,0.202,0.0
940GZZLUERC,940GZZLUHWY,0.0,0.3,3.638,9.439,16.174,6.4179997,3.525,0.0
940GZZLUERC,940GZZLUHPC,0.0,0.0,0.231,1.23,0.153,0.006,0.0,0.0
940GZZLUERC,940GZZLUKOY,0.0,0.0,0.0,0.0,0.0,0.003,0.0,0.0
940GZZLUERC,940GZZLUKSH,0.0,0.0,0.148,2.583,4.486,1.773,0.572,0.0
940GZZLUERC,940GZZLUKBN,0.0,0.0,0.0,1.477,2.444,0.983,0.439,0.0
940GZZLUERC,940GZZLUKSX,0.0,17.863,100.597,249.509,371.488,74.212,23.203001,0.0
940GZZLUERC,940GZZLUKNB,0.0,0.0,0.72900003,4.7139997,4.312,1.722,0.204,0.0
940GZZLUERC,940GZZLULBN,0.0,0.0,0.31,1.18,0.679,0.394,0.135,0.0
940GZZLUERC,940GZZLULSQ,0.0,0.0,0.12100001,3.415,4.07,1.021,0.006,0.0
940GZZLUERC,940GZZLULVT,0.0,16.862,146.65,175.373,315.36,84.413,21.764,0.0
940GZZLUERC,940GZZLULNB,0.0,0.174,10.083,30.076,20.053,4.74,2.473,0.0
940GZZLUERC,940GZZLUMSH,0.0,1.946,4.589,3.661,1.113,0.802,0.271,0.0
940GZZLUERC,940GZZLUMBA,0.0,0.0,0.682,1.445,0.86800003,0.751,0.0,0.0
940GZZLUERC,940GZZLUMYB,0.0,0.0,0.674,1.6,0.896,0.745,0.02,0.0
940GZZLUERC,940GZZLUMED,0.0,0.535,5.704,15.351,17.308,6.362,4.69,0.0
